File,Success,Orig_Vol,Crop_Vol,VRR,Rej_Max,Rej_99p,Rej_95p,Reg_Type,Sampling_Rate,Time_sec,Speedup,Ref_Drift_mm,Stability_Err_mm
DCE_0050.nii.gz,True,"(512, 512, 29, 5)","(512, 306, 29, 5)",0.4023,21379866.0,14624243.0,14229517.0,Rigid,0.01,2.703,22.0,9.42,1.873
DCE_0050.nii.gz,True,"(512, 512, 29, 5)","(512, 306, 29, 5)",0.4023,21379866.0,14624243.0,14229517.0,Rigid,0.05,5.62,10.6,9.42,2.588
DCE_0050.nii.gz,True,"(512, 512, 29, 5)","(512, 306, 29, 5)",0.4023,21379866.0,14624243.0,14229517.0,Rigid,0.1,14.136,4.2,9.42,0.26
DCE_0050.nii.gz,True,"(512, 512, 29, 5)","(512, 306, 29, 5)",0.4023,21379866.0,14624243.0,14229517.0,BSpline,0.01,10.496,36.6,0.0,0.001
DCE_0050.nii.gz,True,"(512, 512, 29, 5)","(512, 306, 29, 5)",0.4023,21379866.0,14624243.0,14229517.0,BSpline,0.05,43.302,8.9,0.0,0.0
DCE_0050.nii.gz,True,"(512, 512, 29, 5)","(512, 306, 29, 5)",0.4023,21379866.0,14624243.0,14229517.0,BSpline,0.1,77.19,5.0,0.0,0.0
DCE_0150.nii.gz,True,"(512, 512, 29, 5)","(512, 273, 29, 5)",0.4668,26234206.0,15328357.0,14606315.0,Rigid,0.01,2.812,17.0,1.41,0.237
DCE_0150.nii.gz,True,"(512, 512, 29, 5)","(512, 273, 29, 5)",0.4668,26234206.0,15328357.0,14606315.0,Rigid,0.05,6.778,7.0,1.41,0.227
DCE_0150.nii.gz,True,"(512, 512, 29, 5)","(512, 273, 29, 5)",0.4668,26234206.0,15328357.0,14606315.0,Rigid,0.1,9.618,5.0,1.41,0.107
DCE_0150.nii.gz,True,"(512, 512, 29, 5)","(512, 273, 29, 5)",0.4668,26234206.0,15328357.0,14606315.0,BSpline,0.01,8.113,35.4,0.0,0.001
DCE_0150.nii.gz,True,"(512, 512, 29, 5)","(512, 273, 29, 5)",0.4668,26234206.0,15328357.0,14606315.0,BSpline,0.05,30.321,9.5,0.0,0.0
DCE_0150.nii.gz,True,"(512, 512, 29, 5)","(512, 273, 29, 5)",0.4668,26234206.0,15328357.0,14606315.0,BSpline,0.1,61.065,4.7,0.0,0.0
DCE_0250.nii.gz,True,"(512, 512, 31, 5)","(512, 305, 31, 5)",0.4043,17928768.0,10481633.0,10255178.0,Rigid,0.01,3.378,19.8,4.64,1.104
DCE_0250.nii.gz,True,"(512, 512, 31, 5)","(512, 305, 31, 5)",0.4043,17928768.0,10481633.0,10255178.0,Rigid,0.05,9.128,7.3,4.64,0.143
DCE_0250.nii.gz,True,"(512, 512, 31, 5)","(512, 305, 31, 5)",0.4043,17928768.0,10481633.0,10255178.0,Rigid,0.1,16.082,4.2,4.64,0.013
DCE_0250.nii.gz,True,"(512, 512, 31, 5)","(512, 305, 31, 5)",0.4043,17928768.0,10481633.0,10255178.0,BSpline,0.01,11.065,40.6,0.0,0.0
DCE_0250.nii.gz,True,"(512, 512, 31, 5)","(512, 305, 31, 5)",0.4043,17928768.0,10481633.0,10255178.0,BSpline,0.05,47.196,9.5,0.0,0.0
DCE_0250.nii.gz,True,"(512, 512, 31, 5)","(512, 305, 31, 5)",0.4043,17928768.0,10481633.0,10255178.0,BSpline,0.1,93.932,4.8,0.0,0.0
DCE_05050.nii.gz,True,"(256, 256, 84, 4)","(225, 256, 84, 4)",0.1211,72.0,20.0,12.0,Rigid,0.01,3.671,19.6,1.23,0.026
DCE_05050.nii.gz,True,"(256, 256, 84, 4)","(225, 256, 84, 4)",0.1211,72.0,20.0,12.0,Rigid,0.05,9.811,7.3,1.23,0.019
DCE_05050.nii.gz,True,"(256, 256, 84, 4)","(225, 256, 84, 4)",0.1211,72.0,20.0,12.0,Rigid,0.1,17.073,4.2,1.23,0.025
DCE_05050.nii.gz,True,"(256, 256, 84, 4)","(225, 256, 84, 4)",0.1211,72.0,20.0,12.0,BSpline,0.01,5.359,84.2,0.02,0.0
DCE_05050.nii.gz,True,"(256, 256, 84, 4)","(225, 256, 84, 4)",0.1211,72.0,20.0,12.0,BSpline,0.05,22.939,19.7,0.02,0.0
DCE_05050.nii.gz,True,"(256, 256, 84, 4)","(225, 256, 84, 4)",0.1211,72.0,20.0,12.0,BSpline,0.1,44.498,10.1,0.02,0.0
